"id","latitude","longitude","city","state","station"
"USC00365344",40.8344,-76.1353,"Mahanoy City","PA","MAHANOY CITY 2 N"
"USC00155097",37.1317,-86.1481,"Park City","KY","MAMMOTH CAVE"
"US1KYTD0002",36.6534,-87.184,"Guthrie","KY","GUTHRIE 0.8 WNW"
"US1GACW0002",33.4273,-84.6607,"Sharpsburg","GA","SHARPSBURG 6.0 N"
"USW00013893",35.0564,-89.9864,"Memphis","TN","MEMPHIS INTL AP"
"USC00154958",38.115,-85.6444,"Louisville","KY","LOUISVILLE WFO"
"USW00013882",35.0311,-85.2014,"Chattanooga","TN","CHATTANOOGA LOVELL AP"
"USW00003811",35.5931,-88.9167,"Jackson","TN","JACKSON MCKELLAR AP"
"USC00414325",29.66,-95.6275,"Sugar Land","TX","HOUSTON-WESTBURY"
"US1GACW0009",33.384,-84.8338,"Newnan","GA","NEWNAN 2.6 W"
"USW00013876",33.5656,-86.745,"Birmingham","AL","BIRMINGHAM AP"
"USC00178792",45.4353,-67.7214,"Topsfield","ME","TOPSFIELD 2"
"USW00013942",32.5156,-92.0406,"Monroe","LA","MONROE RGNL AP"
"USW00003952",34.8364,-92.2619,"North Little Rock","AR","LITTLE ROCK"
"USW00003889",37.5908,-83.3131,"Jackson","KY","JACKSON"
"USW00003856",34.6439,-86.7861,"Madison","AL","HUNTSVILLE INTL AP"
"US1GAFT0019",33.7014,-84.5722,"Atlanta","GA","EAST POINT 6.3 WNW"
"US1PABR0002",40.3162,-75.9887,"Reading","PA","READING 3.5 SW"
"USC00301625",42.6472,-78.7111,"Colden","NY","COLDEN 1W"
"USC00085359",25.9492,-81.7139,"Marco Island","FL","MARCO IS"
"USW00013880",32.8986,-80.0403,"Charleston Afb","SC","CHARLESTON INTL AP"
"USW00012842",27.9619,-82.5403,"Tampa","FL","TAMPA INTL AP"
"USW00093820",38.0408,-84.6058,"Lexington","KY","LEXINGTON BLUEGRASS AP"
"USW00013891",35.8181,-83.9858,"Alcoa","TN","KNOXVILLE MCGHEE TYSON AP"
"US1INOW0009",39.1858,-86.7782,"Spencer","IN","SPENCER 7.0 S"
"USC00166584",31.8142,-93.0856,"Natchitoches","LA","NATCHITOCHES #2"
"USC00450482",45.7717,-122.5286,"Battle Ground","WA","BATTLE GROUND"
"USW00003816",37.0683,-88.7719,"West Paducah","KY","PADUCAH"
"US1INWK0005",38.0805,-87.2758,"Boonville","IN","BOONVILLE 2.4 N"
"USC00382735",32.6072,-80.3258,"Edisto Island","SC","EDISTO IS MIDDLETON PLANTATION"
"USW00013963",34.7272,-92.2389,"Little Rock","AR","LITTLE ROCK AP ADAMS FLD"
"USW00003812",35.4319,-82.5375,"Fletcher","NC","ASHEVILLE RGNL AP"
"USC00065445",41.9725,-73.2208,"Norfolk","CT","NORFOLK 2 SW"
"USC00190736",42.2122,-71.1136,"Milton","MA","BLUE HILL"
"USW00013897",36.1189,-86.6892,"Nashville","TN","NASHVILLE INTL AP"
"USW00093808",36.9647,-86.4239,"Bowling Green","KY","BOWLING GREEN WARREN CO AP"
"USW00012918",29.6381,-95.2819,"Houston","TX","HOUSTON HOBBY AP"
"USC00195984",41.9928,-71.1667,"Norton","MA","NORTON W"
"USW00093821",38.1811,-85.7392,"Louisville","KY","LOUISVILLE INTL AP"
"USC00171131",43.2242,-70.6389,"Cape Neddick","ME","CAPE NEDDICK"
"USC00443375",37.6183,-79.4358,"Buena Vista","VA","GLASGOW 1 SE"
"USW00024227",46.9733,-122.9033,"Olympia","WA","OLYMPIA AP"
"US1NCWK0013",35.8624,-78.5665,"Raleigh","NC","RALEIGH 5.9 ENE"
"USC00185934",39.7194,-76.8028,"Manchester","MD","MILLERS 4 NE"
"USC00193624",42.2269,-70.9125,"Hingham","MA","HINGHAM"
"US1NCNS0002",35.9713,-78.0134,"Nashville","NC","NASHVILLE 3.2 W"
"USC00448192",36.7297,-76.6014,"Suffolk","VA","SUFFOLK LAKE KILBY"
"USW00003870",34.8831,-82.2203,"Greer","SC","GREER"
"USC00173862",43.6475,-70.675,"Hollis Center","ME","HOLLIS"
"USW00013874",33.63,-84.4417,"Atlanta","GA","ATLANTA HARTSFIELD INTL AP"
"US1DENC0002",39.6249,-75.7861,"Newark","DE","NEWARK 3.9 SSW"
"USW00012960",29.98,-95.36,"Houston","TX","HOUSTON INTERCONT AP"
"USC00360868",41.8981,-78.7144,"Bradford","PA","BRADFORD 4SW RSCH 5"
"USW00014737",40.6508,-75.4492,"Catasauqua","PA","ALLENTOWN INTL AP"
"USW00094728",40.7789,-73.9692,"New York","NY","NEW YORK CNTRL PK TWR"
"USW00013895",32.2997,-86.4075,"Montgomery","AL","MONTGOMERY AP"
"USC00368361",41.8161,-80.425,"Springboro","PA","SPRINGBORO 3 WNW"
"USW00094746",42.2706,-71.8731,"Worcester","MA","WORCESTER RGNL AP"
"USW00012834",29.1828,-81.0483,"Daytona Beach","FL","DAYTONA BEACH INTL AP"
"USS0022F18S",43.19,-122.14,"Chemult","OR","Diamond Lake"
"USC00091500",31.1903,-84.2036,"Camilla","GA","CAMILLA 3SE"
"USW00013873",33.9481,-83.3275,"Athens","GA","ATHENS BEN EPPS AP"
"USC00175736",44.6353,-70.0003,"New Sharon","ME","NEW SHARON"
"US1DENC0010",39.7256,-75.6488,"Wilmington","DE","NEWPORT 2.4 WNW"
"USS0015B02S",47.46,-115.71,"Mullan","ID","Lookout"
"USW00093718",33.8117,-78.7239,"North Myrtle Beach","SC","N MYRTLE BCH AP"
"USW00012816",29.6919,-82.2756,"Gainesville","FL","GAINESVILLE RGNL AP"
"USC00178817",44.2822,-70.2561,"Turner","ME","TURNER"
"USC00361810",41.7392,-77.9711,"Coudersport","PA","COUDERSPORT 7SE"
"USC00387687",34.6111,-82.7269,"Pendleton","SC","SANDY SPRINGS 2 NE"
"USW00012815",28.4339,-81.325,"Orlando","FL","ORLANDO INTL AP"
"US1FLLK0003",28.565,-81.824,"Groveland","FL","GROVELAND 1.7 E"
"US1NHMR0006",43.52,-71.819,"Danbury","NH","DANBURY 2.2 ESE"
"US1INDV0001",38.6754,-87.19,"Washington","IN","WASHINGTON 1.5 NW"
"USC00170409",43.9317,-69.8564,"Bath","ME","BATH"
"USW00013889",30.4844,-81.7019,"Jacksonville","FL","JACKSONVILLE"
"USC00172048",43.9997,-70.0964,"Durham","ME","DURHAM"
"USC00300321",42.9328,-76.5447,"Auburn","NY","AUBURN"
"USW00014764",43.6497,-70.3003,"Portland","ME","PORTLAND INTL JETPORT"
"USW00093814",39.0431,-84.6717,"Hebron","KY","CINCINNATI NORTHERN KY AP"
"USC00317845",35.3111,-81.5708,"Shelby","NC","SHELBY 2 NW"
"USW00093842",32.5161,-84.9422,"Columbus","GA","COLUMBUS METRO AP"
"USW00012838",28.1011,-80.6439,"Melbourne","FL","MELBOURNE INTL AP"
"USW00003860",38.365,-82.555,"Huntington","WV","HUNTINGTON TRI STATE AP"
"USW00014765",41.7219,-71.4325,"Warwick","RI","PROVIDENCE T F GREEN AP"
"USC00353971",44.3525,-122.7842,"Sweet Home","OR","HOLLEY"
"USW00014711",40.1936,-76.7633,"Middletown","PA","MIDDLETOWN HARRISBURG INTL AP"
"USC00367732",39.8958,-76.3947,"Brogue","PA","SAFE HARBOR DAM"
"USC00317202",36.3797,-79.6944,"Reidsville","NC","REIDSVILLE 2 NW"
"USW00014734",40.6825,-74.1694,"Elizabeth","NJ","NEWARK INTL AP"
"USW00013722",35.8922,-78.7819,"Morrisville","NC","RALEIGH DURHAM INTL AP"
"USW00053860",30.3361,-81.5147,"Jacksonville","FL","JACKSONVILLE CRAIG MUNI AP"
"USW00014740",41.9381,-72.6825,"Windsor Locks","CT","HARTFORD BRADLEY INTL AP"
"USC00319675",36.1306,-80.5481,"Yadkinville","NC","YADKINVILLE 6 E"
"USC00235027",37.3908,-93.9492,"Lockwood","MO","LOCKWOOD"
"USW00013866",38.3794,-81.59,"Charleston","WV","CHARLESTON YEAGER AP"
"US1INHN0011",39.937,-85.9,"Fortville","IN","MCCORDSVILLE 2.6 NE"
"USC00314996",35.4606,-81.3297,"Lincolnton","NC","LINCOLNTON 4 W"
"USC00406534",35.9833,-83.2008,"Newport","TN","NEWPORT 1 NW"
"USW00013957",32.4506,-93.8411,"Shreveport","LA","SHREVEPORT"
"USW00013964",35.3331,-94.3625,"Fort Smith","AR","FT SMITH RGNL AP"
"USC00446475",37.5844,-75.8217,"Painter","VA","PAINTER 2 W"
"USW00003962",34.29,-93.06,"Bismarck","AR","HOT SPRINGS ASOS"
"USS0021C28S",46.64,-121.38,"Naches","WA","White Pass E.S."
"USW00093987",31.2361,-94.7544,"Diboll","TX","LUFKIN ANGELINA CO AP"
"US1NCGL0008",36.1515,-79.7968,"Greensboro","NC","GREENSBORO 5.3 NNE"
"USW00013786",36.2606,-76.175,"Elizabeth City","NC","ELIZABETH CITY CGAS"
"USW00013781",39.6728,-75.6008,"New Castle","DE","WILMINGTON NEW CASTLE CO AP"
"USW00012923",29.2733,-94.8592,"Galveston","TX","GALVESTON SCHOLES FLD"
"USW00093721",39.1667,-76.6833,"Hanover","MD","BALTIMORE WASH INTL AP"
"US1ILSC0003",38.5096,-89.9711,"Belleville","IL","BELLEVILLE 2.2 SE"
"USC00193276",42.7467,-71.0425,"Groveland","MA","GROVELAND"
"USS0013A27S",48.8,-113.67,"Cut Bank","MT","Many Glacier"
"USW00093720",38.3406,-75.5103,"Salisbury","MD","SALISBURY WICOMICO RGNL AP"
"USC00272302",42.8267,-71.6261,"Milford","NH","E MILFORD"
"USW00003822",32.13,-81.21,"Savannah","GA","SAVANNAH INTL AP"
"USW00004781",40.7939,-73.1017,"Ronkonkoma","NY","ISLIP LI MACARTHUR AP"
"USC00190120",42.3861,-72.5375,"Amherst","MA","AMHERST"
"USC00351897",43.7917,-123.0275,"Cottage Grove","OR","COTTAGE GROVE 2E"
"US1MOFSA065",37.6605,-91.5535,"Salem","MO","SALEM 1.8 NW"
"USC00237263",37.9567,-91.7761,"Rolla","MO","ROLLA MISSOURI S&T"
"USC00313555",36.0503,-79.3728,"Graham","NC","GRAHAM 2 ENE"
"US1ILWL0051",41.5819,-88.1937,"Plainfield","IL","PLAINFIELD 2.4 SSE"
"USW00013877",36.4731,-82.4044,"Blountville","TN","BRISTOL TRI CITY AP"
"USW00014732",40.7794,-73.8803,"East Elmhurst","NY","NEW YORK LAGUARDIA AP"
"USW00014778",41.2433,-76.9217,"Montoursville","PA","WILLIAMSPORT"
"USW00013741",37.3169,-79.9742,"Roanoke","VA","ROANOKE RGNL AP"
"USW00013971",36.2667,-93.1567,"Harrison","AR","HARRISON BOONE CO AP"
"USC00274234",42.7831,-71.4147,"Hudson","NH","HUDSON 1 SSE"
"USW00003813",32.6847,-83.6528,"Macon","GA","MACON MIDDLE GA RGNL AP"
"USW00013723",36.0969,-79.9433,"Greensboro","NC","PIEDMONT TRIAD INTL AP"
"USC00368469",41.4039,-78.0183,"Austin","PA","STEVENSON DAM"
"USW00004725",42.1997,-75.985,"Johnson City","NY","BINGHAMTON"
"USC00307705",42.6772,-75.5067,"Sherburne","NY","SHERBURNE"
"USW00013740",37.505,-77.3203,"Richmond","VA","RICHMOND INTL AP"
"USW00014860",42.08,-80.1825,"Erie","PA","ERIE INTL AP"
"USC00128784",40.2233,-86.1086,"Tipton","IN","TIPTON 5 SW"
"USS0005J37S",40.53,-105.89,"Bellvue","CO","Joe Wright"
"USW00013883",33.9486,-81.1186,"West Columbia","SC","COLUMBIA"
"USW00094702",41.1583,-73.1289,"Stratford","CT","BRIDGEPORT SIKORSKY MEM AP"
"USC00441955",37.2819,-78.9592,"Concord","VA","CONCORD 4 SSW"
"USS0015C05S",46.49,-115.8,"Pierce","ID","Pierce R.S."
"US1OHMD0002",41.2498,-81.8133,"Brunswick","OH","BRUNSWICK 0.5 NE"
"USW00013736",39.6428,-79.9164,"Morgantown","WV","MORGANTOWN HART FLD"
"USC00444148",37.1258,-79.525,"Huddleston","VA","HUDDLESTON 4 SW"
"USW00094789",40.6386,-73.7622,"Springfield Gardens","NY","NEW YORK JFK INTL AP"
"USW00013995",37.2353,-93.4003,"Springfield","MO","SPRINGFIELD"
"USW00013881",35.2236,-80.9553,"Charlotte","NC","CHARLOTTE DOUGLAS AP"
"USW00003872",37.7836,-81.1231,"Beaver","WV","BECKLEY RALEIGH CO AP"
"USW00093739",37.9406,-75.4631,"Horntown","VA","WALLOPS ISLAND FLIGHT FAC"
"USW00014852",41.2544,-80.6739,"Vienna","OH","YOUNGSTOWN RGNL AP"
"USW00093846",34.4978,-82.7097,"Anderson","SC","ANDERSON CO AP"
"USC00125407",39.4039,-86.453,"Martinsville","IN","MARTINSVILLE 2 SW"
"US1OHFR0003",39.981,-83.0401,"Columbus","OH","GRANDVIEW HEIGHTS 0.1 N"
"USC00369408",41.7003,-77.3872,"Wellsboro","PA","WELLSBORO 4 SW"
"USC00330279",39.3225,-82.0994,"Athens","OH","ATHENS OU"
"USC00367409",41.33,-77.7381,"Renovo","PA","RENOVO"
"USW00003901",32.3847,-94.7117,"Longview","TX","LONGVIEW E TX RGNL AP"
"USW00014895",40.9167,-81.4333,"Canton","OH","AKRON CANTON RGNL AP"
"USW00014820",41.4131,-81.86,"Cleveland","OH","CLEVELAND"
"USW00093819",39.7075,-86.2803,"Indianapolis","IN","INDIANAPOLIS"
"USC00117457",41.6042,-88.085,"Romeoville","IL","ROMEOVILLE WFO"
"USW00013994",38.7525,-90.3736,"Bridgeton","MO","ST LOUIS LAMBERT INTL AP"
"USW00014607",46.8706,-68.0172,"Caribou","ME","CARIBOU MUNI AP"
"USC00360132",40.4189,-78.4197,"Duncansville","PA","ALTOONA 7 SW"
"US1OHPT0012",41.0085,-81.329,"Mogadore","OH","MOGADORE 4.7 SE"
"USC00440766",37.2039,-80.4144,"Blacksburg","VA","BLACKSBURG NWSO"
"USC00368449",40.7933,-77.8672,"State College","PA","STATE COLLEGE"
"USC00441159",37.7267,-79.3628,"Buena Vista","VA","BUENA VISTA"
"USW00014821",39.9914,-82.8808,"Columbus","OH","COLUMBUS PORT COLUMBUS INTL AP"
"USC00231801",38.9425,-92.3206,"Columbia","MO","COLUMBIA U OF M"
"USW00014891",40.8203,-82.5178,"Mansfield","OH","MANSFIELD LAHM MUNI AP"
"USW00004751",41.8031,-78.6403,"Lewis Run","PA","BRADFORD RGNL AP"
"US1MDAL0002",39.5768,-78.8498,"Cumberland","MD","CRESAPTOWN-BEL AIR 0.9 SSE"
"USW00014745",43.1953,-71.5011,"Concord","NH","CONCORD MUNI AP"
"US1ILGY0001",41.3414,-88.2981,"Morris","IL","CARBON HILL 3.1 N"
"USW00013878",31.1522,-81.3908,"Saint Simons Island","GA","BRUNSWICK MALCOLM MCKINNON AP"
"USW00013733",37.3208,-79.2067,"Lynchburg","VA","LYNCHBURG RGNL AP"
"USC00211198",43.6308,-91.5028,"Caledonia","MN","CALEDONIA"
"USC00315356",35.8033,-82.6658,"Marshall","NC","MARSHALL"
"US1ILWD0005",41.816,-89.904,"Morrison","IL","MORRISON 3.2 E"
"USW00014606",44.7978,-68.8186,"Bangor","ME","BANGOR INTL AP"
"USW00003820",33.3644,-81.9633,"Augusta","GA","AUGUSTA BUSH FLD AP"
"USW00094823",40.4847,-80.2144,"Coraopolis","PA","PITTSBURGH INTL AP"
"USW00013743",38.8483,-77.0342,"Arlington","VA","WASHINGTON REAGAN AP"
"USC00437054",44.42,-72.0194,"Saint Johnsbury","VT","SAINT JOHNSBURY"
"USC00369823",40.0394,-78.5239,"Bedford","PA","WOLFSBURG"
"US1ILCN0003",39.4736,-89.0462,"Assumption","IL","PANA 6.2 NNE"
"USC00442044",37.8111,-79.9883,"Covington","VA","COVINGTON FLTR PLT"
"USC00474790",43.3217,-89.5311,"Lodi","WI","LODI"
"USW00024233",47.4444,-122.3139,"Seattle","WA","SEATTLE TACOMA INTL AP"
"USC00464840",39.4214,-79.005,"Keyser","WV","KEYSER 2 SSW"
"USS0020L02S",39,-120.13,"Tahoma","CA","Rubicon #2"
"USW00014733",42.9486,-78.7369,"Buffalo","NY","BUFFALO"
"USW00094860",42.8939,-85.5447,"Grand Rapids","MI","GRAND RAPIDS"
"USW00093815",39.9061,-84.2186,"Vandalia","OH","DAYTON INTL AP"
"USW00094908",42.3978,-90.7036,"Dubuque","IA","DUBUQUE RGNL AP"
"USC00304996",44.8419,-74.3081,"Malone","NY","MALONE"
"USW00094846",41.995,-87.9336,"Elk Grove Village","IL","CHICAGO OHARE INTL AP"
"USC00115961",42.2553,-88.0775,"Mundelein","IL","MUNDELEIN 4 WSW"
"USW00003904",30.5892,-96.3647,"College Station","TX","COLLEGE STN"
"US1OHSN0003",41.0589,-83.1127,"Tiffin","OH","TIFFIN 5.2 SE"
"USW00024213",40.8097,-124.1603,"Eureka","CA","EUREKA WFO WOODLEY ISLAND"
"USW00003947",39.2972,-94.7306,"Kansas City","MO","KANSAS CITY INTL AP"
"USW00014827",40.9706,-85.2064,"Fort Wayne","IN","FT WAYNE INTL AP"
"USW00014842",40.6675,-89.6839,"Peoria","IL","PEORIA GTR PEORIA AP"
"US1IASR0002",42.0448,-93.6174,"Ames","IA","AMES 1.5 NNE"
"US1MIIN0001",42.9576,-85.1738,"Saranac","MI","SARANAC 2.6 NE"
"USC00476827",43.0514,-91.135,"Prairie Du Chien","WI","PRAIRIE DU CHIEN"
"USS0020K27S",39.17,-120.15,"Tahoe City","CA","Tahoe City Cross"
"USW00014605",44.3206,-69.7972,"Augusta","ME","AUGUSTA STATE AP"
"USC00474937",43.2117,-91.0986,"Eastman","WI","LYNXVILLE DAM 9"
"USC00476718",43.5278,-89.4342,"Portage","WI","PORTAGE"
"US1VASH0002",39.0422,-78.3506,"Strasburg","VA","STRASBURG 3.7 N"
"USW00024232",44.905,-123.0011,"Salem","OR","SALEM MCNARY FLD"
"USC00114710",41.2428,-89.8997,"Kewanee","IL","KEWANEE 1 E"
"USW00093822",39.8447,-89.6839,"Springfield","IL","SPRINGFIELD CAPITAL AP"
"USC00478540",43.4719,-88.8825,"Beaver Dam","WI","TOWN OF WESTFORD"
"USW00013972",32.3542,-95.4025,"Tyler","TX","TYLER POUNDS FLD"
"US1OHDR0001",40.1526,-84.4613,"Bradford","OH","BRADFORD 2.3 NW"
"USC00436995",43.6253,-72.9781,"Rutland","VT","RUTLAND"
"USC00208774",44.2294,-85.9572,"Wellston","MI","WELLSTON 1N"
"US1OHSM0005",41.1623,-81.5037,"Cuyahoga Falls","OH","CUYAHOGA FALLS 1.1 ESE"
"USC00231580",39.775,-93.5358,"Chillicothe","MO","CHILLICOTHE 2S"
"USC00336405",40.9461,-83.9614,"Pandora","OH","PANDORA"
"USS0007M33S",37.89,-107.71,"Silverton","CO","Red Mountain Pass"
"USW00013870",31.5358,-82.5067,"Alma","GA","ALMA BACON CO AP"
"USS0007K06S",39.05,-107.87,"Cedaredge","CO","Park Reservoir"
"USW00094290",47.6872,-122.2553,"Seattle","WA","SEATTLE SAND PT WSFO"
"US1INEL0008",41.5655,-85.9933,"Goshen","IN","WAKARUSA 2.4 NNE"
"USW00014923",41.4653,-90.5233,"Moline","IL","MOLINE QUAD CITY INTL AP"
"USW00014742",44.4683,-73.15,"South Burlington","VT","BURLINGTON INTL AP"
"USW00012836",24.555,-81.7522,"Key West","FL","KEY WEST INTL AP"
"USC00470124",44.3272,-91.9194,"Alma","WI","ALMA DAM 4"
"USW00014837",43.1406,-89.3453,"Madison","WI","MADISON DANE RGNL AP"
"USC00471078",42.6333,-89.3867,"Brodhead","WI","BRODHEAD"
"USC00200230",42.2981,-83.6639,"Ann Arbor","MI","ANN ARBOR U OF MICH"
"US1IAWB0005",42.6426,-94.1879,"Badger","IA","BADGER 3.1 NW"
"USW00094822",42.1928,-89.0931,"Rockford","IL","ROCKFORD GTR ROCKFORD AP"
"USC00472973",43.975,-89.8308,"Friendship","WI","FRIENDSHIP"
"USC00200758",44.5317,-86.1311,"Frankfort","MI","BEULAH 7SSW"
"USC00200228",42.2417,-83.6933,"Ann Arbor","MI","ANN ARBOR SE"
"USW00014933",41.5339,-93.6531,"Des Moines","IA","DES MOINES INTL AP"
"USC00115079",40.1519,-89.3386,"Lincoln","IL","LINCOLN"
"USW00014840",43.1711,-86.2367,"Muskegon","MI","MUSKEGON CO AP"
"USC00475581",43.7806,-89.3169,"Montello","WI","MONTELLO"
"USC00470045",42.6475,-89.0644,"Janesville","WI","AFTON"
"USC00203096",45.0333,-84.7114,"Gaylord","MI","GAYLORD"
"USW00024152",45.5114,-118.4247,"Meacham","OR","MEACHAM"
"USW00012935",28.7247,-96.2536,"Palacios","TX","PALACIOS MUNI AP"
"USW00013968",36.1994,-95.8872,"Tulsa","OK","TULSA INTL AP"
"USC00118684",39.7947,-88.2911,"Tuscola","IL","TUSCOLA"
"USC00476200",43.1003,-88.5036,"Oconomowoc","WI","OCONOMOWOC"
"USC00470265",44.2769,-88.4378,"Appleton","WI","APPLETON"
"USC00043578",38.4306,-122.8647,"Sebastopol","CA","GRATON"
"USW00013960",32.8519,-96.8556,"Dallas","TX","DALLAS LOVE FLD"
"USW00014920",43.8789,-91.2528,"La Crosse","WI","LA CROSSE MUNI AP"
"USW00024229",45.5908,-122.6003,"Portland","OR","PORTLAND INTL AP"
"USC00331042",41.4619,-84.5272,"Bryan","OH","BRYAN 2 SE"
"US1IAGT0001",41.7991,-94.3093,"Jamaica","IA","JAMAICA 3.2 S"
"USW00014897",44.9258,-89.6256,"Wausau","WI","WAUSAU DWTN AP"
"USC00368868",41.8975,-77.1419,"Tioga","PA","TIOGA HAMMOND DAM"
"USC00142401",37.8183,-96.8444,"El Dorado","KS","EL DORADO"
"USW00094910",42.5544,-92.4011,"Waterloo","IA","WATERLOO MUNI AP"
"USW00013967",35.3889,-97.6006,"Oklahoma City","OK","OKLAHOMA CITY WILL ROGERS AP"
"USS0020K13S",39.3,-120.18,"Truckee","CA","Truckee #2"
"US1TXCRL003",31.0916,-97.89,"Kempner","TX","KEMPNER 6.7 ENE"
"US1OKCV0032",35.1979,-97.4182,"Norman","OK","NORMAN 2.1 SE"
"USC00361838",41.9903,-77.1567,"Lawrenceville","PA","COWANESQUE DAM"
"USS0007J05S",40.11,-107.29,"Meeker","CO","Ripple Creek"
"USW00014847",46.4794,-84.3572,"Sault Sainte Marie","MI","SAULT STE MARIE SANDERSON FLD"
"USS0005J10S",40.41,-105.82,"Grand Lake","CO","Lake Irene"
"USW00094830",41.5886,-83.8014,"Swanton","OH","TOLEDO EXPRESS AP"
"USW00014925",43.9042,-92.4917,"Rochester","MN","ROCHESTER INTL AP"
"USC00346386",35.1808,-97.4378,"Norman","OK","NORMAN 3SSE"
"USC00413285",32.8339,-97.2975,"Fort Worth","TX","FT WORTH WSFO"
"USW00014750",43.35,-73.6167,"Queensbury","NY","GLENS FALLS AP"
"USW00013958",30.3208,-97.7603,"Austin","TX","AUSTIN-CAMP MABRY"
"USC00130200",42.0208,-93.7742,"Boone","IA","AMES 8 WSW"
